Order ID,Order Status,Category Name,SKU,Customization Group,Customization Option,Quantity,Unit Price,Cost Price,Total Cost Price,Total Price,Order Total,Sub Total,Tax,Delivery Charge,Tip,Discount,Remaining Balance,Payment Method,Additional Charge,Taxable Amount,Transaction ID,Currency Symbol,Transaction Status,Promo Code,Customer ID,Merchant ID,Description,Distance (in km),Order Time,Pickup Time,Delivery Time,Ratings,Reviews,Merchant Earning,Commission Amount,Commission Payout Status,Order Preparation Time,Redeemed Loyalty Points,Consumed Loyalty Points,Cancellation Reason,Flat Discount,Checkout Template Name,Checkout Template Value
11110684,COMPLETED,Rice & Cereals,KNRC0702,,,3,31000,29500,88500,93000,276575,277575,-,-,-,-,0,CASH,-,-,0,₦,,,4416878,1048159,,11997.67,2022-02-09T08:31:58.000Z,2022-02-09T08:32:57.000Z,2022-02-09T11:00:00.000Z,,,,,,0,200,555,,0,-,-
11110684,COMPLETED,Rice & Cereals,KNRC0400,,,2,29700,27000,54000,59400,276575,277575,-,-,-,-,0,CASH,-,-,0,₦,,,4416878,1048159,,11997.67,2022-02-09T08:31:58.000Z,2022-02-09T08:32:57.000Z,2022-02-09T11:00:00.000Z,,,,,,0,200,555,,0,-,-
11110684,COMPLETED,Salt & Seasoning,KNSS1102,,,1,8475,7700,7700,8475,276575,277575,-,-,-,-,0,CASH,-,-,0,₦,,,4416878,1048159,,11997.67,2022-02-09T08:31:58.000Z,2022-02-09T08:32:57.000Z,2022-02-09T11:00:00.000Z,,,,,,0,200,555,,0,-,-
11110684,COMPLETED,Salt & Seasoning,KNSS0802,,,2,2700,2450,4900,5400,276575,277575,-,-,-,-,0,CASH,-,-,0,₦,,,4416878,1048159,,11997.67,2022-02-09T08:31:58.000Z,2022-02-09T08:32:57.000Z,2022-02-09T11:00:00.000Z,,,,,,0,200,555,,0,-,-
11110610,COMPLETED,Flour & Sugar,KNFS0001,,,4,21000,20370,81480,84000,83000,84000,-,-,-,-,0,CASH,-,-,0,₦,,,4555840,1048159,,11994.94,2022-02-09T08:25:58.000Z,2022-02-09T08:26:44.000Z,2022-02-09T13:00:00.000Z,,,,,,0,200,168,,0,-,-
11110574,COMPLETED,Flour & Sugar,KNFS0001,,,4,21000,20370,81480,84000,83400,84000,-,-,-,-,0,CASH,-,-,0,₦,,,4154054,1048159,,11994.94,2022-02-09T08:23:54.000Z,2022-02-09T08:24:49.000Z,2022-02-09T11:00:00.000Z,,,,,,0,120,168,,0,-,-
11110496,COMPLETED,Flour & Sugar,KNFS0001,,,2,21000,20370,40740,42000,41700,42000,-,-,-,-,0,CASH,-,-,0,₦,,,4424173,1048159,,11995.22,2022-02-09T08:18:28.000Z,2022-02-09T08:19:13.000Z,2022-02-09T11:00:00.000Z,,,,,,0,60,84,,0,-,-
11110441,COMPLETED,Flour & Sugar,KNFS0201,,,45,21050,20500,922500,947250,945250,947250,-,-,-,-,0,CASH,-,-,0,₦,,,4489520,1048159,null,11996.17,2022-02-09T08:14:46.000Z,2022-02-09T08:15:45.000Z,2022-02-09T11:00:00.000Z,,,,,,0,400,1894,,0,-,-
11110421,CANCELLED,Flour & Sugar,KNFS0201,,,45,21050,20500,922500,947250,947250,947250,-,-,-,-,0,CASH,-,-,0,₦,,,4489520,1048159,null,11996.17,2022-02-09T08:13:04.000Z,2022-02-09T08:10:42.000Z,2022-02-09T11:00:00.000Z,,,,,,0,-,-,,0,-,-
11110283,COMPLETED,Flour & Sugar,KNFS0001,,,4,21000,20370,81480,84000,83600,84000,-,-,-,-,0,CASH,-,-,0,₦,,,4417949,1048159,,11996.04,2022-02-09T08:02:55.000Z,2022-02-09T08:03:50.000Z,2022-02-09T11:00:00.000Z,,,,,,0,80,168,,0,-,-
11110203,COMPLETED,Flour & Sugar,KNFS0301,,,5,5150,5100,25500,25750,35450,35650,-,-,-,-,0,CASH,-,-,0,₦,,,4540503,1048159,,11994.21,2022-02-09T07:55:35.000Z,2022-02-09T07:56:20.000Z,2022-02-09T09:00:00.000Z,,,,,,0,40,71,,0,-,-
11110203,COMPLETED,Noodles & Spaghetti,KNNO0004,,,3,3300,3000,9000,9900,35450,35650,-,-,-,-,0,CASH,-,-,0,₦,,,4540503,1048159,,11994.21,2022-02-09T07:55:35.000Z,2022-02-09T07:56:20.000Z,2022-02-09T09:00:00.000Z,,,,,,0,40,71,,0,-,-
11109800,CANCELLED,Salt & Seasoning,KNSS0201,,,1,5500,5200,5200,5500,5500,5500,-,-,-,-,0,CASH,-,-,0,₦,,,4540642,1048159,,11980.05,2022-02-09T07:15:07.000Z,2022-02-09T07:16:06.000Z,2022-02-09T11:00:00.000Z,,,,,,0,-,-,,0,-,-
11109777,COMPLETED,Flour & Sugar,KNFS0201,,,5,21050,20500,102500,105250,104250,105250,-,-,-,-,0,CASH,-,-,0,₦,,,4433502,1048159,,11996.04,2022-02-09T07:12:02.000Z,2022-02-09T07:12:57.000Z,2022-02-09T11:00:00.000Z,,,,,,0,200,210,,0,-,-
11109323,COMPLETED,Flour & Sugar,KNFS0001,,,2,21000,20370,40740,42000,64100,64100,-,-,-,-,0,CASH,-,-,0,₦,,,4568447,1048159,,11995.71,2022-02-09T06:11:25.000Z,2022-02-09T06:12:10.000Z,2022-02-09T09:00:00.000Z,,,,,,0,-,128,,0,-,-
11109323,COMPLETED,Flour & Sugar,KNFS1200,,,1,22100,21850,21850,22100,64100,64100,-,-,-,-,0,CASH,-,-,0,₦,,,4568447,1048159,,11995.71,2022-02-09T06:11:25.000Z,2022-02-09T06:12:10.000Z,2022-02-09T09:00:00.000Z,,,,,,0,-,128,,0,-,-
11109258,CANCELLED,Rice & Cereals,KNRC0201,,,2,28350,27000,54000,56700,82140,82750,-,-,-,-,0,CASH,-,-,0,₦,,,4429851,1048159,,11995.11,2022-02-09T06:02:22.000Z,2022-02-09T06:00:00.000Z,2022-02-09T07:00:00.000Z,,,,,,0,122,-,,0,-,-
11109258,CANCELLED,Cooking Fat & Oil,KNCO0101,,,1,26050,24800,24800,26050,82140,82750,-,-,-,-,0,CASH,-,-,0,₦,,,4429851,1048159,,11995.11,2022-02-09T06:02:22.000Z,2022-02-09T06:00:00.000Z,2022-02-09T07:00:00.000Z,,,,,,0,122,-,,0,-,-
11109228,COMPLETED,Flour & Sugar,KNFS0001,,,5,21000,20370,101850,105000,104250,105000,-,-,-,-,0,CASH,-,-,0,₦,,,4420776,1048159,,11994.38,2022-02-09T05:56:49.000Z,2022-02-09T05:57:35.000Z,2022-02-09T07:00:00.000Z,,,,,,0,150,210,,0,-,-
11109115,COMPLETED,Flour & Sugar,KNFS0001,,,6,21000,20370,122220,126000,127100,127100,-,-,-,-,0,CASH,-,-,0,₦,,,4420851,1048159,,11996.39,2022-02-09T05:39:40.000Z,2022-02-09T05:40:25.000Z,2022-02-09T07:00:00.000Z,,,,,,0,-,254,,0,-,-
11109115,COMPLETED,Flour & Sugar,KNFS1202,,,1,1100,1000,1000,1100,127100,127100,-,-,-,-,0,CASH,-,-,0,₦,,,4420851,1048159,,11996.39,2022-02-09T05:39:40.000Z,2022-02-09T05:40:25.000Z,2022-02-09T07:00:00.000Z,,,,,,0,-,254,,0,-,-
11106093,COMPLETED,Flour & Sugar,KNFS0001,,,10,21000,20370,203700,210000,207500,210000,-,-,-,-,0,CASH,-,-,0,₦,,,4143220,1048159,,11995.87,2022-02-08T22:21:48.000Z,2022-02-08T22:22:42.000Z,2022-02-09T11:00:00.000Z,,,,,,0,500,420,,0,-,-
11105987,CANCELLED,Cooking Fat & Oil,KNCO0202,,,2,25200,24000,48000,50400,225650,226650,-,-,-,-,0,CASH,-,-,0,₦,,,4416878,1048159,,11997.67,2022-02-08T22:09:33.000Z,2022-02-08T22:07:11.000Z,2022-02-09T11:00:00.000Z,,,,,,0,200,-,,0,-,-
11105987,CANCELLED,Cooking Fat & Oil,KNCO0101,,,1,26050,24800,24800,26050,225650,226650,-,-,-,-,0,CASH,-,-,0,₦,,,4416878,1048159,,11997.67,2022-02-08T22:09:33.000Z,2022-02-08T22:07:11.000Z,2022-02-09T11:00:00.000Z,,,,,,0,200,-,,0,-,-
11105987,CANCELLED,Rice & Cereals,KNRC0201,,,1,28350,27000,27000,28350,225650,226650,-,-,-,-,0,CASH,-,-,0,₦,,,4416878,1048159,,11997.67,2022-02-08T22:09:33.000Z,2022-02-08T22:07:11.000Z,2022-02-09T11:00:00.000Z,,,,,,0,200,-,,0,-,-
11105987,CANCELLED,Rice & Cereals,KNRC0702,,,3,31000,29500,88500,93000,225650,226650,-,-,-,-,0,CASH,-,-,0,₦,,,4416878,1048159,,11997.67,2022-02-08T22:09:33.000Z,2022-02-08T22:07:11.000Z,2022-02-09T11:00:00.000Z,,,,,,0,200,-,,0,-,-
11105987,CANCELLED,Noodles & Spaghetti,KNNO1101,,,1,6500,6250,6250,6500,225650,226650,-,-,-,-,0,CASH,-,-,0,₦,,,4416878,1048159,,11997.67,2022-02-08T22:09:33.000Z,2022-02-08T22:07:11.000Z,2022-02-09T11:00:00.000Z,,,,,,0,200,-,,0,-,-
11105987,CANCELLED,Salt & Seasoning,KNSS0802,,,2,2700,2450,4900,5400,225650,226650,-,-,-,-,0,CASH,-,-,0,₦,,,4416878,1048159,,11997.67,2022-02-08T22:09:33.000Z,2022-02-08T22:07:11.000Z,2022-02-09T11:00:00.000Z,,,,,,0,200,-,,0,-,-
11105987,CANCELLED,Salt & Seasoning,KNSS1104,,,1,16950,15400,15400,16950,225650,226650,-,-,-,-,0,CASH,-,-,0,₦,,,4416878,1048159,,11997.67,2022-02-08T22:09:33.000Z,2022-02-08T22:07:11.000Z,2022-02-09T11:00:00.000Z,,,,,,0,200,-,,0,-,-
11105548,COMPLETED,Flour & Sugar,KNFS0001,,,10,21000,20370,203700,210000,208500,210000,-,-,-,-,0,CASH,-,-,0,₦,,,4512754,1048159,,11994.57,2022-02-08T21:24:45.000Z,2022-02-08T21:25:31.000Z,2022-02-09T09:00:00.000Z,,,,,,0,300,420,,0,-,-
11105532,CANCELLED,Flour & Sugar,KNFS0001,,,1,21000,20370,20370,21000,44000,44000,-,-,-,-,0,CASH,-,-,0,₦,,,4123895,1048159,,11996.55,2022-02-08T21:22:38.000Z,2022-02-08T21:20:16.000Z,2022-02-09T07:00:00.000Z,,,,,,0,-,-,,0,-,-
11105532,CANCELLED,Flour & Sugar,KNFS1101,,,1,23000,21900,21900,23000,44000,44000,-,-,-,-,0,CASH,-,-,0,₦,,,4123895,1048159,,11996.55,2022-02-08T21:22:38.000Z,2022-02-08T21:20:16.000Z,2022-02-09T07:00:00.000Z,,,,,,0,-,-,,0,-,-
11105494,COMPLETED,Salt & Seasoning,KNSS1104,,,1,16950,15400,15400,16950,166900,166900,-,-,-,-,0,CASH,-,-,0,₦,,,4417944,1048159,,11995.22,2022-02-08T21:18:09.000Z,2022-02-08T21:19:04.000Z,2022-02-09T07:00:00.000Z,,,,,,0,-,333,,0,-,-
11105494,COMPLETED,Salt & Seasoning,KNSS0300,,,1,20150,18300,18300,20150,166900,166900,-,-,-,-,0,CASH,-,-,0,₦,,,4417944,1048159,,11995.22,2022-02-08T21:18:09.000Z,2022-02-08T21:19:04.000Z,2022-02-09T07:00:00.000Z,,,,,,0,-,333,,0,-,-
11105494,COMPLETED,Salt & Seasoning,KNSS0401,,,1,12100,11000,11000,12100,166900,166900,-,-,-,-,0,CASH,-,-,0,₦,,,4417944,1048159,,11995.22,2022-02-08T21:18:09.000Z,2022-02-08T21:19:04.000Z,2022-02-09T07:00:00.000Z,,,,,,0,-,333,,0,-,-
11105494,COMPLETED,Salt & Seasoning,KNSS0801,,,1,15000,13500,13500,15000,166900,166900,-,-,-,-,0,CASH,-,-,0,₦,,,4417944,1048159,,11995.22,2022-02-08T21:18:09.000Z,2022-02-08T21:19:04.000Z,2022-02-09T07:00:00.000Z,,,,,,0,-,333,,0,-,-
11105494,COMPLETED,Salt & Seasoning,KNSS5000,,,1,12000,10900,10900,12000,166900,166900,-,-,-,-,0,CASH,-,-,0,₦,,,4417944,1048159,,11995.22,2022-02-08T21:18:09.000Z,2022-02-08T21:19:04.000Z,2022-02-09T07:00:00.000Z,,,,,,0,-,333,,0,-,-
11105494,COMPLETED,Cooking Fat & Oil,KNCO0202,,,1,25200,24000,24000,25200,166900,166900,-,-,-,-,0,CASH,-,-,0,₦,,,4417944,1048159,,11995.22,2022-02-08T21:18:09.000Z,2022-02-08T21:19:04.000Z,2022-02-09T07:00:00.000Z,,,,,,0,-,333,,0,-,-
11105494,COMPLETED,Cooking Fat & Oil,KNCO0002,,,2,28500,28000,56000,57000,166900,166900,-,-,-,-,0,CASH,-,-,0,₦,,,4417944,1048159,,11995.22,2022-02-08T21:18:09.000Z,2022-02-08T21:19:04.000Z,2022-02-09T07:00:00.000Z,,,,,,0,-,333,,0,-,-
11105494,COMPLETED,Salt & Seasoning,KNSS1201,,,1,8500,8500,8500,8500,166900,166900,-,-,-,-,0,CASH,-,-,0,₦,,,4417944,1048159,,11995.22,2022-02-08T21:18:09.000Z,2022-02-08T21:19:04.000Z,2022-02-09T07:00:00.000Z,,,,,,0,-,333,,0,-,-
11104340,COMPLETED,Flour & Sugar,KNFS0001,,,5,21000,20370,101850,105000,104500,105000,-,-,-,-,0,CASH,-,-,0,₦,,,4301584,1048159,,11995.26,2022-02-08T19:35:40.000Z,2022-02-08T19:33:18.000Z,2022-02-09T07:00:00.000Z,,,,,,0,100,210,,0,-,-
11104313,COMPLETED,Flour & Sugar,KNFS0001,,,3,21000,20370,61110,63000,62550,63000,-,-,-,-,0,CASH,-,-,0,₦,,,4260184,1048159,,11994.24,2022-02-08T19:33:42.000Z,2022-02-08T19:34:37.000Z,2022-02-09T07:00:00.000Z,,,,,,0,90,126,,0,-,-
11104094,COMPLETED,Flour & Sugar,KNFS0001,,,3,21000,20370,61110,63000,62550,63000,-,-,-,-,0,CASH,-,-,0,₦,,,4468186,1048159,,11994.75,2022-02-08T19:20:32.000Z,2022-02-08T19:21:27.000Z,2022-02-09T07:00:00.000Z,,,,,,0,90,126,,0,-,-
11104005,COMPLETED,Flour & Sugar,KNFS0001,,,4,21000,20370,81480,84000,83400,84000,-,-,-,-,0,CASH,-,-,0,₦,,,4309825,1048159,,11995.46,2022-02-08T19:14:31.000Z,2022-02-08T19:15:29.000Z,2022-02-09T07:00:00.000Z,,,,,,0,120,168,,0,-,-
11098153,COMPLETED,Flour & Sugar,KNFS0001,,,1,21000,20370,20370,21000,21000,21000,-,-,-,-,0,CASH,-,-,0,₦,,,4550429,1048159,,11994.94,2022-02-08T13:36:53.000Z,2022-02-08T13:37:38.000Z,2022-02-08T15:00:00.000Z,,,,,,0,-,42,,0,-,-
11097294,COMPLETED,Flour & Sugar,KNFS0201,,,1,21050,20500,20500,21050,31150,31150,-,-,-,-,0,CASH,-,-,0,₦,,,4081298,1048159,null,11996.35,2022-02-08T12:38:53.000Z,2022-02-08T12:36:32.000Z,2022-02-08T15:00:00.000Z,,,,,,0,-,62,,0,-,-
11097294,COMPLETED,Spreads,KNSP2001,,,5,325,300,1500,1625,31150,31150,-,-,-,-,0,CASH,-,-,0,₦,,,4081298,1048159,null,11996.35,2022-02-08T12:38:53.000Z,2022-02-08T12:36:32.000Z,2022-02-08T15:00:00.000Z,,,,,,0,-,62,,0,-,-
11097294,COMPLETED,Salt & Seasoning,KNSS1102,,,1,8475,7700,7700,8475,31150,31150,-,-,-,-,0,CASH,-,-,0,₦,,,4081298,1048159,null,11996.35,2022-02-08T12:38:53.000Z,2022-02-08T12:36:32.000Z,2022-02-08T15:00:00.000Z,,,,,,0,-,62,,0,-,-
11096144,COMPLETED,Flour & Sugar,KNFS0001,,,2,21000,20370,40740,42000,63700,64100,-,-,-,-,0,CASH,-,-,0,₦,,,4423979,1048159,,11997.09,2022-02-08T11:14:35.000Z,2022-02-08T11:12:14.000Z,2022-02-08T15:00:00.000Z,,,,,,0,80,128,,0,-,-
11096144,COMPLETED,Flour & Sugar,KNFS1200,,,1,22100,21850,21850,22100,63700,64100,-,-,-,-,0,CASH,-,-,0,₦,,,4423979,1048159,,11997.09,2022-02-08T11:14:35.000Z,2022-02-08T11:12:14.000Z,2022-02-08T15:00:00.000Z,,,,,,0,80,128,,0,-,-
11095765,ORDERED,Flour & Sugar,KNFS0201,,,1,21050,20500,20500,21050,22150,22150,-,-,-,-,0,CASH,-,-,0,₦,,,4161425,1048159,,11995.41,2022-02-08T10:39:46.000Z,2022-02-08T10:40:41.000Z,2022-02-08T15:00:00.000Z,,,,,,0,-,-,,0,-,-
11095765,ORDERED,Flour & Sugar,KNFS1202,,,1,1100,1000,1000,1100,22150,22150,-,-,-,-,0,CASH,-,-,0,₦,,,4161425,1048159,,11995.41,2022-02-08T10:39:46.000Z,2022-02-08T10:40:41.000Z,2022-02-08T15:00:00.000Z,,,,,,0,-,-,,0,-,-
11095740,COMPLETED,Flour & Sugar,KNFS0001,,,2,21000,20370,40740,42000,41600,42000,-,-,-,-,0,CASH,-,-,0,₦,,,4069636,1048159,,11996.7,2022-02-08T10:36:28.000Z,2022-02-08T10:37:26.000Z,2022-02-08T15:00:00.000Z,,,,,,0,80,84,,0,-,-
11095560,COMPLETED,Flour & Sugar,KNFS0001,,,2,21000,20370,40740,42000,41500,42000,-,-,-,-,0,CASH,-,-,0,₦,,,4417949,1048159,,11996.04,2022-02-08T10:17:01.000Z,2022-02-08T10:17:55.000Z,2022-02-08T15:00:00.000Z,,,,,,0,100,84,,0,-,-
11094983,COMPLETED,Flour & Sugar,KNFS0001,,,3,21000,20370,61110,63000,62550,63000,-,-,-,-,0,CASH,-,-,0,₦,,,4079018,1048159,,11994.94,2022-02-08T09:24:11.000Z,2022-02-08T09:25:10.000Z,2022-02-08T11:00:00.000Z,,,,,,0,90,126,,0,-,-
11094619,COMPLETED,Flour & Sugar,KNFS0001,,,3,21000,20370,61110,63000,63000,63000,-,-,-,-,0,CASH,-,-,0,₦,,,4580034,1048159,,11998.28,2022-02-08T08:49:00.000Z,2022-02-08T08:49:46.000Z,2022-02-08T11:00:00.000Z,,,,,,0,-,126,,0,-,-
11094240,COMPLETED,Flour & Sugar,KNFS0001,,,2,21000,20370,40740,42000,46650,47150,-,-,-,-,0,CASH,-,-,0,₦,,,4154054,1048159,,11994.94,2022-02-08T08:17:06.000Z,2022-02-08T08:14:45.000Z,2022-02-08T11:00:00.000Z,,,,,,0,100,94,,0,-,-
11094240,COMPLETED,Flour & Sugar,KNFS0301,,,1,5150,5100,5100,5150,46650,47150,-,-,-,-,0,CASH,-,-,0,₦,,,4154054,1048159,,11994.94,2022-02-08T08:17:06.000Z,2022-02-08T08:14:45.000Z,2022-02-08T11:00:00.000Z,,,,,,0,100,94,,0,-,-
11094166,COMPLETED,Flour & Sugar,KNFS0001,,,4,21000,20370,81480,84000,83400,84000,-,-,-,-,0,CASH,-,-,0,₦,,,4555840,1048159,,11994.94,2022-02-08T08:11:58.000Z,2022-02-08T08:12:53.000Z,2022-02-08T11:00:00.000Z,,,,,,0,120,168,,0,-,-
11093507,ORDERED,Beverages,KNBE2002,,,1,14500,12000,12000,14500,35500,35500,-,-,-,-,0,CASH,-,-,0,₦,,,4588145,1048159,null,12006.82,2022-02-08T07:03:16.000Z,2022-02-08T07:04:10.000Z,2022-02-08T13:00:00.000Z,,,,,,0,-,-,,0,-,-
11093507,ORDERED,Flour & Sugar,KNFS0001,,,1,21000,20370,20370,21000,35500,35500,-,-,-,-,0,CASH,-,-,0,₦,,,4588145,1048159,null,12006.82,2022-02-08T07:03:16.000Z,2022-02-08T07:04:10.000Z,2022-02-08T13:00:00.000Z,,,,,,0,-,-,,0,-,-
11093219,COMPLETED,Flour & Sugar,KNFS0001,,,15,21000,20370,305550,315000,312750,315000,-,-,-,-,0,CASH,-,-,0,₦,,,4504154,1048159,,11995.81,2022-02-08T06:19:09.000Z,2022-02-08T06:19:54.000Z,2022-02-08T09:00:00.000Z,,,,,,0,450,630,,0,-,-
11090275,COMPLETED,Flour & Sugar,KNFS0001,,,2,21000,20370,40740,42000,41700,42000,-,-,-,-,0,CASH,-,-,0,₦,,,4424173,1048159,,11995.22,2022-02-07T22:53:35.000Z,2022-02-07T22:51:14.000Z,2022-02-08T11:00:00.000Z,,,,,,0,60,84,,0,-,-
11090243,COMPLETED,Flour & Sugar,KNFS0001,,,3,21000,20370,61110,63000,84000,84500,-,-,-,-,0,CASH,-,-,0,₦,,,4487679,1048159,,11994.94,2022-02-07T22:50:25.000Z,2022-02-07T22:51:11.000Z,2022-02-08T11:00:00.000Z,,,,,,0,100,169,,0,-,-
11090243,COMPLETED,Flour & Sugar,KNFS1201,,,1,21500,20500,20500,21500,84000,84500,-,-,-,-,0,CASH,-,-,0,₦,,,4487679,1048159,,11994.94,2022-02-07T22:50:25.000Z,2022-02-07T22:51:11.000Z,2022-02-08T11:00:00.000Z,,,,,,0,100,169,,0,-,-
11089336,COMPLETED,Flour & Sugar,KNFS0001,,,3,21000,20370,61110,63000,84750,86000,-,-,-,-,0,CASH,-,-,0,₦,,,4468186,1048159,,11994.75,2022-02-07T21:10:14.000Z,2022-02-07T21:10:59.000Z,2022-02-08T07:00:00.000Z,,,,,,0,250,172,,0,-,-
11089336,COMPLETED,Flour & Sugar,KNFS1101,,,1,23000,21900,21900,23000,84750,86000,-,-,-,-,0,CASH,-,-,0,₦,,,4468186,1048159,,11994.75,2022-02-07T21:10:14.000Z,2022-02-07T21:10:59.000Z,2022-02-08T07:00:00.000Z,,,,,,0,250,172,,0,-,-
11089304,COMPLETED,Flour & Sugar,KNFS0001,,,6,21000,20370,122220,126000,147600,149000,-,-,-,-,0,CASH,-,-,0,₦,,,4301584,1048159,,11995.26,2022-02-07T21:05:59.000Z,2022-02-07T21:06:44.000Z,2022-02-08T07:00:00.000Z,,,,,,0,280,298,,0,-,-
11089304,COMPLETED,Flour & Sugar,KNFS1101,,,1,23000,21900,21900,23000,147600,149000,-,-,-,-,0,CASH,-,-,0,₦,,,4301584,1048159,,11995.26,2022-02-07T21:05:59.000Z,2022-02-07T21:06:44.000Z,2022-02-08T07:00:00.000Z,,,,,,0,280,298,,0,-,-
11089207,COMPLETED,Flour & Sugar,KNFS0001,,,1,21000,20370,20370,21000,39050,39200,-,-,-,-,0,CASH,-,-,0,₦,,,4243786,1048159,,11996.55,2022-02-07T20:55:16.000Z,2022-02-07T20:56:14.000Z,2022-02-08T09:00:00.000Z,,,,,,0,30,78,,0,-,-
11089207,COMPLETED,Wine,KNAB0007,,,2,9100,9030,18060,18200,39050,39200,-,-,-,-,0,CASH,-,-,0,₦,,,4243786,1048159,,11996.55,2022-02-07T20:55:16.000Z,2022-02-07T20:56:14.000Z,2022-02-08T09:00:00.000Z,,,,,,0,30,78,,0,-,-
11089127,COMPLETED,Flour & Sugar,KNFS0001,,,7,21000,20370,142590,147000,146000,147000,-,-,-,-,0,CASH,-,-,0,₦,,,4188791,1048159,null,11995.91,2022-02-07T20:46:23.000Z,2022-02-07T20:47:08.000Z,2022-02-08T09:00:00.000Z,,,,,,0,200,294,,0,-,-
11089115,COMPLETED,Flour & Sugar,KNFS0001,,,4,21000,20370,81480,84000,83400,84000,-,-,-,-,0,CASH,-,-,0,₦,,,4260184,1048159,,11994.24,2022-02-07T20:44:32.000Z,2022-02-07T20:45:26.000Z,2022-02-08T07:00:00.000Z,,,,,,0,120,168,,0,-,-
11088736,ORDERED,Cooking Fat & Oil,KNCO0204,,,1,4200,4000,4000,4200,6850,6850,-,-,-,-,0,CASH,-,-,0,₦,,,4194576,1048159,,11995.16,2022-02-07T20:05:32.000Z,2022-02-07T20:06:18.000Z,2022-02-08T11:00:00.000Z,,,,,,0,-,-,,0,-,-
11088736,ORDERED,Flour & Sugar,KNFS0401,,,1,2650,2600,2600,2650,6850,6850,-,-,-,-,0,CASH,-,-,0,₦,,,4194576,1048159,,11995.16,2022-02-07T20:05:32.000Z,2022-02-07T20:06:18.000Z,2022-02-08T11:00:00.000Z,,,,,,0,-,-,,0,-,-
11088675,CANCELLED,Flour & Sugar,KNFS0001,,,1,21000,20370,20370,21000,43100,43100,-,-,-,-,0,CASH,-,-,0,₦,,,4568447,1048159,,11995.71,2022-02-07T19:59:29.000Z,2022-02-07T20:00:26.000Z,2022-02-08T09:00:00.000Z,,,,,,0,-,-,,0,-,-
11088675,CANCELLED,Flour & Sugar,KNFS1200,,,1,22100,21850,21850,22100,43100,43100,-,-,-,-,0,CASH,-,-,0,₦,,,4568447,1048159,,11995.71,2022-02-07T19:59:29.000Z,2022-02-07T20:00:26.000Z,2022-02-08T09:00:00.000Z,,,,,,0,-,-,,0,-,-
11088075,COMPLETED,Flour & Sugar,KNFS0001,,,5,21000,20370,101850,105000,127000,128000,-,-,-,-,0,CASH,-,-,0,₦,,,4453287,1048159,,11995.26,2022-02-07T19:14:40.000Z,2022-02-07T19:15:38.000Z,2022-02-08T09:00:00.000Z,,,,,,0,200,256,,0,-,-
11088075,COMPLETED,Flour & Sugar,KNFS1101,,,1,23000,21900,21900,23000,127000,128000,-,-,-,-,0,CASH,-,-,0,₦,,,4453287,1048159,,11995.26,2022-02-07T19:14:40.000Z,2022-02-07T19:15:38.000Z,2022-02-08T09:00:00.000Z,,,,,,0,200,256,,0,-,-
11087728,COMPLETED,Flour & Sugar,KNFS0001,,,3,21000,20370,61110,63000,85400,86000,-,-,-,-,0,CASH,-,-,0,₦,,,4420816,1048159,,11996.39,2022-02-07T18:49:58.000Z,2022-02-07T18:50:55.000Z,2022-02-08T07:00:00.000Z,,,,,,0,120,172,,0,-,-
11087728,COMPLETED,Flour & Sugar,KNFS1101,,,1,23000,21900,21900,23000,85400,86000,-,-,-,-,0,CASH,-,-,0,₦,,,4420816,1048159,,11996.39,2022-02-07T18:49:58.000Z,2022-02-07T18:50:55.000Z,2022-02-08T07:00:00.000Z,,,,,,0,120,172,,0,-,-
11084738,COMPLETED,Cooking Fat & Oil,KNCO0204,,,1,4200,4000,4000,4200,27300,27300,-,-,-,-,0,CASH,-,-,0,₦,,,4688725,1048159,null,11993.37,2022-02-07T15:52:24.000Z,2022-02-07T15:50:04.000Z,2022-02-07T17:00:00.000Z,,,,,,0,-,54,,0,-,-
11084738,COMPLETED,Cooking Fat & Oil,KNCO0105,,,1,5200,4960,4960,5200,27300,27300,-,-,-,-,0,CASH,-,-,0,₦,,,4688725,1048159,null,11993.37,2022-02-07T15:52:24.000Z,2022-02-07T15:50:04.000Z,2022-02-07T17:00:00.000Z,,,,,,0,-,54,,0,-,-
11084738,COMPLETED,Vegetables,KNVG0049,,,5,300,240,1200,1500,27300,27300,-,-,-,-,0,CASH,-,-,0,₦,,,4688725,1048159,null,11993.37,2022-02-07T15:52:24.000Z,2022-02-07T15:50:04.000Z,2022-02-07T17:00:00.000Z,,,,,,0,-,54,,0,-,-
11084738,COMPLETED,Vegetables,KNVG0045,,,5,450,400,2000,2250,27300,27300,-,-,-,-,0,CASH,-,-,0,₦,,,4688725,1048159,null,11993.37,2022-02-07T15:52:24.000Z,2022-02-07T15:50:04.000Z,2022-02-07T17:00:00.000Z,,,,,,0,-,54,,0,-,-
11084738,COMPLETED,Vegetables,KNVG0113,,,1,3150,3000,3000,3150,27300,27300,-,-,-,-,0,CASH,-,-,0,₦,,,4688725,1048159,null,11993.37,2022-02-07T15:52:24.000Z,2022-02-07T15:50:04.000Z,2022-02-07T17:00:00.000Z,,,,,,0,-,54,,0,-,-
11084738,COMPLETED,Vegetables,KNVG0114,,,1,3150,3000,3000,3150,27300,27300,-,-,-,-,0,CASH,-,-,0,₦,,,4688725,1048159,null,11993.37,2022-02-07T15:52:24.000Z,2022-02-07T15:50:04.000Z,2022-02-07T17:00:00.000Z,,,,,,0,-,54,,0,-,-
