Task_ID,Order_ID,Relationship,Team_Name,Task_Type,Notes,Agent_ID,Distance(m),Total_Time_Taken(min),Task_Status,Ref_Images,Rating,Review,Latitude,Longitude,Tags,Promo_Applied,Custom_Template_ID,Task_Details_QTY,Task_Details_AMOUNT,Special_Instructions,Tip,Delivery_Charges,Discount,Subtotal,Payment_Type,Task_Category,Earning,Pricing
344988745,"YR-10156468,0",3.45E+29,Default Team,Delivery,,-,-,0,Failed,-,0,-,6.5076658,3.3668588,,-,Order_Details,3,₦ 64350.00,-,₦ 0.00,₦ 0.00,₦ 0.00,64350,CASH,-,-,-
344988330,"YR-10156450,0",3.45E+29,Default Team,Delivery,,1233220,-,0,Completed,-,0,-,6.5119758,3.357909,,-,Order_Details,2,₦ 43000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,43000,CASH,-,-,-
344962235,"YR-10155798,0",3.45E+29,Default Team,Delivery,,1166840,0,0.23,Completed,-,0,-,6.5286403,3.3794052,,-,Order_Details,1,₦ 22100.00,-,₦ 0.00,₦ 0.00,₦ 0.00,22100,CASH,-,-,-
344961031,"YR-10155786,0",3.45E+29,Default Team,Delivery,,1166840,0,0.17,Completed,-,0,-,6.5362535,3.3775198,,-,Order_Details,3,₦ 64350.00,-,₦ 0.00,₦ 0.00,₦ 0.00,64350,CASH,-,-,-
344765545,"YR-10145329,0",3.45E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5240683,3.3896073,,-,Order_Details,2,₦ 10400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,10400,CASH,-,-,-
344763027,"YR-10145108,0",3.45E+29,Default Team,Delivery,,1133722,-,0,Completed,-,0,-,6.534224,3.3454443,,-,Order_Details,40,₦ 860000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,860000,CASH,-,-,-
344758781,"YR-10144726,0",3.45E+29,Default Team,Delivery,,1166840,0,11.6,Completed,-,0,-,6.4561933,3.4455356,,-,Order_Details,2,₦ 8400.00,-,-,-,-,-,-,-,-,-
344758781,"YR-10144726,0",3.45E+29,Default Team,Delivery,,1166840,0,11.6,Completed,-,0,-,6.4561933,3.4455356,,-,Order_Details,2,₦ 13200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,21600,CASH,-,-,-
344758733,"YR-10144725,0",3.45E+29,Default Team,Delivery,,1233213,-,0,Completed,-,0,-,6.5197276,3.3925111,,-,Order_Details,1,₦ 28350.00,-,-,-,-,-,-,-,-,-
344758733,"YR-10144725,0",3.45E+29,Default Team,Delivery,,1233213,-,0,Completed,-,0,-,6.5197276,3.3925111,,-,Order_Details,1,₦ 55000.00,-,-,-,-,-,-,-,-,-
344758733,"YR-10144725,0",3.45E+29,Default Team,Delivery,,1233213,-,0,Completed,-,0,-,6.5197276,3.3925111,,-,Order_Details,1,₦ 26050.00,-,-,-,-,-,-,-,-,-
344758733,"YR-10144725,0",3.45E+29,Default Team,Delivery,,1233213,-,0,Completed,-,0,-,6.5197276,3.3925111,,-,Order_Details,1,₦ 25200.00,-,-,-,-,-,-,-,-,-
344758733,"YR-10144725,0",3.45E+29,Default Team,Delivery,,1233213,-,0,Completed,-,0,-,6.5197276,3.3925111,,-,Order_Details,1,₦ 8475.00,-,₦ 0.00,₦ 0.00,₦ 0.00,143075,CASH,-,-,-
344697412,"YR-10140927,0",3.45E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5260021,3.3474892,,-,Order_Details,1,₦ 21450.00,-,₦ 0.00,₦ 0.00,₦ 0.00,21450,CASH,-,-,-
344676220,"YR-10140056,0",3.45E+29,Default Team,Delivery,,1233220,-,0,Completed,-,0,-,6.5076658,3.3668588,,-,Order_Details,3,₦ 64350.00,-,₦ 0.00,₦ 0.00,₦ 0.00,64350,CASH,-,-,-
344660672,"YR-10139631,0",3.45E+29,Default Team,Delivery,,1106729,-,0,Failed,-,0,-,6.6083338,3.3966965,,-,Order_Details,1,₦ 25200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,25200,CASH,-,-,-
344638719,"YR-10139006,0",3.45E+29,Default Team,Delivery,,1106729,7244,89.88,Completed,-,0,-,6.5564464,3.3863183,,-,Order_Details,1,₦ 26050.00,-,₦ 0.00,₦ 0.00,₦ 0.00,26050,CASH,-,-,-
344636625,"YR-10138929,0",3.45E+29,Default Team,Delivery,,1106729,2648,20.02,Completed,-,0,-,6.5557996,3.392317,,-,Order_Details,1,₦ 26050.00,-,₦ 0.00,₦ 0.00,₦ 0.00,26050,CASH,-,-,-
344567164,"YR-10136900,0",3.45E+29,Default Team,Delivery,,1211296,149,3.58,Completed,-,0,-,6.498293,3.348572,,-,Order_Details,10,₦ 214500.00,-,-,-,-,-,-,-,-,-
344567164,"YR-10136900,0",3.45E+29,Default Team,Delivery,,1211296,149,3.58,Completed,-,0,-,6.498293,3.348572,,-,Order_Details,2,₦ 46000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,260500,CASH,-,-,-
344562466,"YR-10136756,0",3.45E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5429988,3.3884335,,-,Order_Details,2,₦ 42900.00,-,₦ 0.00,₦ 0.00,₦ 0.00,42900,CASH,-,-,-
344557619,"YR-10136610,0",3.45E+29,Default Team,Delivery,,-,-,0,Cancelled,-,0,-,6.4561933,3.4455356,,-,Order_Details,2,₦ 8400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,8400,CASH,-,-,-
344528614,"YR-10135843,0",3.45E+29,Default Team,Delivery,,1233220,-,0,Completed,-,0,-,6.519477,3.371927,,-,Order_Details,1,₦ 55000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,55000,CASH,-,-,-
344368346,"YR-10130221,0",3.44E+29,Default Team,Delivery,,1233213,-,0,Completed,-,0,-,6.5416175,3.3763634,,-,Order_Details,40,₦ 858000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,858000,CASH,-,-,-
344361055,"YR-10129536,0",3.44E+29,Default Team,Delivery,,1166840,0,0.17,Completed,-,0,-,6.5260021,3.3474892,,-,Order_Details,3,₦ 64350.00,-,₦ 0.00,₦ 0.00,₦ 0.00,64350,CASH,-,-,-
344323764,"YR-10125953,0",3.44E+29,Default Team,Delivery,,1166840,3202,0.23,Completed,-,0,-,6.533333,3.3870268,,-,Order_Details,5,₦ 107250.00,-,₦ 0.00,₦ 0.00,₦ 0.00,107250,CASH,-,-,-
344323199,"YR-10125897,0",3.44E+29,Default Team,Delivery,,1166840,0,3.27,Completed,-,0,-,6.5296605,3.3951343,,-,Order_Details,3,₦ 64350.00,-,₦ 0.00,₦ 0.00,₦ 0.00,64350,CASH,-,-,-
344315710,"YR-10125282,0",3.44E+29,Default Team,Delivery,,1211296,-,0,Completed,-,0,-,6.5334745,3.3778034,,-,Order_Details,1,₦ 4800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,4800,CASH,-,-,-
344314722,"YR-10125203,0",3.44E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5304551,3.3693097,,-,Order_Details,2,₦ 61600.00,-,-,-,-,-,-,-,-,-
344314722,"YR-10125203,0",3.44E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5304551,3.3693097,,-,Order_Details,1,₦ 25200.00,-,-,-,-,-,-,-,-,-
344314722,"YR-10125203,0",3.44E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5304551,3.3693097,,-,Order_Details,1,₦ 24150.00,-,-,-,-,-,-,-,-,-
344314722,"YR-10125203,0",3.44E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5304551,3.3693097,,-,Order_Details,1,₦ 24150.00,-,-,-,-,-,-,-,-,-
344314722,"YR-10125203,0",3.44E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5304551,3.3693097,,-,Order_Details,1,₦ 14850.00,-,₦ 0.00,₦ 0.00,₦ 0.00,149950,CASH,-,-,-
344308124,"YR-10124744,0",3.44E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,2,₦ 56700.00,-,-,-,-,-,-,-,-,-
344308124,"YR-10124744,0",3.44E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,1,₦ 55000.00,-,-,-,-,-,-,-,-,-
344308124,"YR-10124744,0",3.44E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,2,₦ 61600.00,-,-,-,-,-,-,-,-,-
344308124,"YR-10124744,0",3.44E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,1,₦ 3550.00,-,-,-,-,-,-,-,-,-
344308124,"YR-10124744,0",3.44E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,2,₦ 5000.00,-,-,-,-,-,-,-,-,-
344308124,"YR-10124744,0",3.44E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,1,₦ 12000.00,-,-,-,-,-,-,-,-,-
344308124,"YR-10124744,0",3.44E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,1,₦ 12100.00,-,-,-,-,-,-,-,-,-
344308124,"YR-10124744,0",3.44E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,1,₦ 1450.00,-,-,-,-,-,-,-,-,-
344308124,"YR-10124744,0",3.44E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,1,₦ 3600.00,-,-,-,-,-,-,-,-,-
344308124,"YR-10124744,0",3.44E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,2,₦ 1100.00,-,₦ 0.00,₦ 0.00,₦ 0.00,212100,CASH,-,-,-
344306198,"YR-10124568,0",3.44E+29,Default Team,Delivery,,1166840,16783,751.03,Completed,-,0,-,6.5112297,3.3837733,,-,Order_Details,1,₦ 26050.00,-,₦ 0.00,₦ 0.00,₦ 0.00,26050,CASH,-,-,-
344270186,"YR-10122669,0",3.44E+29,Default Team,Delivery,,1233213,1460,17.42,Completed,-,0,-,6.5502553,3.4006058,,-,Order_Details,1,₦ 21450.00,-,₦ 0.00,₦ 0.00,₦ 0.00,21450,CASH,-,-,-
344262979,"YR-10122381,0",3.44E+29,Default Team,Delivery,,1166840,16783,703.78,Completed,-,0,-,6.518544,3.381582,,-,Order_Details,3,₦ 79200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,79200,CASH,-,-,-
344241920,"YR-10121683,0",3.44E+29,Default Team,Delivery,,1106729,5864,70.32,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,2,₦ 56700.00,-,-,-,-,-,-,-,-,-
344241920,"YR-10121683,0",3.44E+29,Default Team,Delivery,,1106729,5864,70.32,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,1,₦ 55000.00,-,-,-,-,-,-,-,-,-
344241920,"YR-10121683,0",3.44E+29,Default Team,Delivery,,1106729,5864,70.32,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,2,₦ 5000.00,-,-,-,-,-,-,-,-,-
344241920,"YR-10121683,0",3.44E+29,Default Team,Delivery,,1106729,5864,70.32,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,1,₦ 3550.00,-,-,-,-,-,-,-,-,-
344241920,"YR-10121683,0",3.44E+29,Default Team,Delivery,,1106729,5864,70.32,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,1,₦ 30800.00,-,-,-,-,-,-,-,-,-
344241920,"YR-10121683,0",3.44E+29,Default Team,Delivery,,1106729,5864,70.32,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,1,₦ 550.00,-,-,-,-,-,-,-,-,-
344241920,"YR-10121683,0",3.44E+29,Default Team,Delivery,,1106729,5864,70.32,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,1,₦ 7150.00,-,-,-,-,-,-,-,-,-
344241920,"YR-10121683,0",3.44E+29,Default Team,Delivery,,1106729,5864,70.32,Completed,-,0,-,6.5004126,3.3795207,,-,Order_Details,1,₦ 12000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,170750,CASH,-,-,-
344195010,"YR-10120477,0",3.44E+29,Default Team,Delivery,,1132867,0,30.67,Failed,-,0,-,6.5184033,3.3721131,,-,Order_Details,1,₦ 27500.00,-,-,-,-,-,-,-,-,-
344195010,"YR-10120477,0",3.44E+29,Default Team,Delivery,,1132867,0,30.67,Failed,-,0,-,6.5184033,3.3721131,,-,Order_Details,1,₦ 14850.00,-,₦ 0.00,₦ 0.00,₦ 0.00,42350,CASH,-,-,-
344193226,"YR-10120437,0",3.44E+29,Default Team,Delivery,,-,-,0,Cancelled,-,0,-,6.5184033,3.3721131,,-,Order_Details,1,₦ 27500.00,-,-,-,-,-,-,-,-,-
344193226,"YR-10120437,0",3.44E+29,Default Team,Delivery,,-,-,0,Cancelled,-,0,-,6.5184033,3.3721131,,-,Order_Details,1,₦ 8475.00,-,₦ 0.00,₦ 0.00,₦ 0.00,35975,CASH,-,-,-
344187857,"YR-10120285,0",3.44E+29,Default Team,Delivery,,1211296,-,0,Completed,-,0,-,6.5362535,3.3775198,,-,Order_Details,10,₦ 214500.00,-,₦ 0.00,₦ 0.00,₦ 0.00,214500,CASH,-,-,-
344132752,"YR-10118790,0",3.44E+29,Default Team,Delivery,,1233220,-,0,Completed,-,0,-,6.5076658,3.3668588,,-,Order_Details,3,₦ 64350.00,-,₦ 0.00,₦ 0.00,₦ 0.00,64350,CASH,-,-,-
344121463,"YR-10118472,0",3.44E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5416175,3.3763634,,-,Order_Details,10,₦ 214500.00,-,₦ 0.00,₦ 0.00,₦ 0.00,214500,CASH,-,-,-
344116652,"YR-10118339,0",3.44E+29,Default Team,Delivery,,1233213,-,0,Failed,-,0,-,6.5334745,3.3778034,,-,Order_Details,1,₦ 4950.00,-,₦ 0.00,₦ 0.00,₦ 0.00,4950,CASH,-,-,-
344092904,"YR-10117814,0",3.44E+29,Default Team,Delivery,,1132867,80,1.38,Completed,-,0,-,6.519477,3.371927,,-,Order_Details,1,₦ 21450.00,-,₦ 0.00,₦ 0.00,₦ 0.00,21450,CASH,-,-,-
344092230,"YR-10117798,0",3.44E+29,Default Team,Delivery,,1132867,33,0.98,Completed,-,0,-,6.5184125,3.3726906,,-,Order_Details,1,₦ 55000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,55000,CASH,-,-,-
344087129,"YR-10117680,0",3.44E+29,Default Team,Delivery,,1233213,6306,126.25,Completed,-,0,-,6.5483315,3.3720702,,-,Order_Details,5,₦ 107250.00,-,-,-,-,-,-,-,-,-
344087129,"YR-10117680,0",3.44E+29,Default Team,Delivery,,1233213,6306,126.25,Completed,-,0,-,6.5483315,3.3720702,,-,Order_Details,1,₦ 23000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,130250,CASH,-,-,-
344084504,"YR-10117630,0",3.44E+29,Default Team,Delivery,,1211296,-,0,Completed,-,0,-,6.5362535,3.3775198,,-,Order_Details,2,₦ 42900.00,-,₦ 0.00,₦ 0.00,₦ 0.00,42900,CASH,-,-,-
344081618,"YR-10117579,0",3.44E+29,Default Team,Delivery,,1211296,-,0,Completed,-,0,-,6.5406872,3.3931368,,-,Order_Details,8,₦ 171600.00,-,₦ 0.00,₦ 0.00,₦ 0.00,171600,CASH,-,-,-
343931752,"YR-10111944,0",3.44E+29,Default Team,Delivery,,1211296,-,0,Completed,-,0,-,6.5406872,3.3931368,,-,Order_Details,1,₦ 22100.00,-,₦ 0.00,₦ 0.00,₦ 0.00,22100,CASH,-,-,-
343912880,"YR-10110316,0",3.44E+29,Default Team,Delivery,,1132867,6097,67.97,Completed,-,0,-,6.5260021,3.3474892,,-,Order_Details,4,₦ 85800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,85800,CASH,-,-,-
343905154,"YR-10109585,0",3.44E+29,Default Team,Delivery,,1166840,11,0.35,Completed,-,0,-,6.5286425,3.3759179,,-,Order_Details,25,₦ 536250.00,-,₦ 0.00,₦ 0.00,₦ 0.00,536250,CASH,-,-,-
343749287,"YR-10103066,0",3.44E+29,Default Team,Delivery,,1233220,-,0,Completed,-,0,-,6.5076658,3.3668588,,-,Order_Details,3,₦ 64350.00,-,₦ 0.00,₦ 0.00,₦ 0.00,64350,CASH,-,-,-
343748832,"YR-10103053,0",3.44E+29,Default Team,Delivery,,1233220,-,0,Completed,-,0,-,6.4819611,3.3479856,,-,Order_Details,4,₦ 85800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,85800,CASH,-,-,-
343748123,"YR-10103036,0",3.44E+29,Default Team,Delivery,,1233220,-,0,Failed,-,0,-,6.5237463,3.3695247,,-,Order_Details,1,₦ 21450.00,-,₦ 0.00,₦ 0.00,₦ 0.00,21450,CASH,-,-,-
343523698,"YR-10097286,0",3.44E+29,Default Team,Delivery,,1233213,0,0.32,Completed,-,0,-,6.5456338,3.3955957,,-,Order_Details,1,₦ 5200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,5200,CASH,-,-,-
343523346,"YR-10097239,0",3.44E+29,Default Team,Delivery,,1166840,67,0.53,Completed,-,0,-,6.5485661,3.3796061,,-,Order_Details,7,₦ 150150.00,-,₦ 0.00,₦ 0.00,₦ 0.00,150150,CASH,-,-,-
343499356,"YR-10095314,0",3.43E+29,Default Team,Delivery,,1166840,-,0,Completed,-,0,-,6.5539506,3.3914585,,-,Order_Details,5,₦ 22000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,22000,CASH,-,-,-
343498804,"YR-10095273,0",3.43E+29,Default Team,Delivery,,1106729,-,0,Completed,-,0,-,6.5551657,3.3892127,,-,Order_Details,2,₦ 14300.00,-,-,-,-,-,-,-,-,-
343498804,"YR-10095273,0",3.43E+29,Default Team,Delivery,,1106729,-,0,Completed,-,0,-,6.5551657,3.3892127,,-,Order_Details,1,₦ 550.00,-,-,-,-,-,-,-,-,-
343498804,"YR-10095273,0",3.43E+29,Default Team,Delivery,,1106729,-,0,Completed,-,0,-,6.5551657,3.3892127,,-,Order_Details,5,₦ 3250.00,-,-,-,-,-,-,-,-,-
343498804,"YR-10095273,0",3.43E+29,Default Team,Delivery,,1106729,-,0,Completed,-,0,-,6.5551657,3.3892127,,-,Order_Details,1,₦ 28350.00,-,-,-,-,-,-,-,-,-
343498804,"YR-10095273,0",3.43E+29,Default Team,Delivery,,1106729,-,0,Completed,-,0,-,6.5551657,3.3892127,,-,Order_Details,1,₦ 660.00,-,-,-,-,-,-,-,-,-
343498804,"YR-10095273,0",3.43E+29,Default Team,Delivery,,1106729,-,0,Completed,-,0,-,6.5551657,3.3892127,,-,Order_Details,1,₦ 2500.00,-,₦ 0.00,₦ 0.00,₦ 0.00,49610,CASH,-,-,-
343496862,"YR-10095086,0",3.43E+29,Default Team,Delivery,,1106729,-,0,Completed,-,0,-,6.5568483,3.3897766,,-,Order_Details,2,₦ 3300.00,-,-,-,-,-,-,-,-,-
343496862,"YR-10095086,0",3.43E+29,Default Team,Delivery,,1106729,-,0,Completed,-,0,-,6.5568483,3.3897766,,-,Order_Details,1,₦ 11500.00,-,-,-,-,-,-,-,-,-
343496862,"YR-10095086,0",3.43E+29,Default Team,Delivery,,1106729,-,0,Completed,-,0,-,6.5568483,3.3897766,,-,Order_Details,2,₦ 8800.00,-,-,-,-,-,-,-,-,-
343496862,"YR-10095086,0",3.43E+29,Default Team,Delivery,,1106729,-,0,Completed,-,0,-,6.5568483,3.3897766,,-,Order_Details,2,₦ 10400.00,-,₦ 0.00,₦ 0.00,₦ 0.00,34000,CASH,-,-,-
343472724,"YR-10093008,0",3.43E+29,Default Team,Delivery,,1233220,-,0,Completed,-,0,-,6.4819611,3.3479856,,-,Order_Details,1,₦ 21450.00,-,₦ 0.00,₦ 0.00,₦ 0.00,21450,CASH,-,-,-
343463261,"YR-10092268,0",3.43E+29,Default Team,Delivery,,1106729,-,0,Failed,-,0,-,6.5568483,3.3897766,,-,Order_Details,1,₦ 1650.00,-,-,-,-,-,-,-,-,-
343463261,"YR-10092268,0",3.43E+29,Default Team,Delivery,,1106729,-,0,Failed,-,0,-,6.5568483,3.3897766,,-,Order_Details,2,₦ 8800.00,-,-,-,-,-,-,-,-,-
343463261,"YR-10092268,0",3.43E+29,Default Team,Delivery,,1106729,-,0,Failed,-,0,-,6.5568483,3.3897766,,-,Order_Details,2,₦ 10400.00,-,-,-,-,-,-,-,-,-
343463261,"YR-10092268,0",3.43E+29,Default Team,Delivery,,1106729,-,0,Failed,-,0,-,6.5568483,3.3897766,,-,Order_Details,2,₦ 23000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,43850,CASH,-,-,-
343442257,"YR-10090829,0",3.43E+29,Default Team,Delivery,,-,-,-,Unassigned,-,0,-,6.5246077,3.3886197,,-,Order_Details,3,₦ 64350.00,-,₦ 0.00,₦ 0.00,₦ 0.00,64350,CASH,-,-,-
343411642,"YR-10089346,0",3.43E+29,Default Team,Delivery,,1166840,0,0.38,Completed,-,0,-,6.4561933,3.4455356,,-,Order_Details,10,₦ 11000.00,-,-,-,-,-,-,-,-,-
343411642,"YR-10089346,0",3.43E+29,Default Team,Delivery,,1166840,0,0.38,Completed,-,0,-,6.4561933,3.4455356,,-,Order_Details,2,₦ 13200.00,-,-,-,-,-,-,-,-,-
343411642,"YR-10089346,0",3.43E+29,Default Team,Delivery,,1166840,0,0.38,Completed,-,0,-,6.4561933,3.4455356,,-,Order_Details,2,₦ 13200.00,-,-,-,-,-,-,-,-,-
343411642,"YR-10089346,0",3.43E+29,Default Team,Delivery,,1166840,0,0.38,Completed,-,0,-,6.4561933,3.4455356,,-,Order_Details,2,₦ 35400.00,-,-,-,-,-,-,-,-,-
343411642,"YR-10089346,0",3.43E+29,Default Team,Delivery,,1166840,0,0.38,Completed,-,0,-,6.4561933,3.4455356,,-,Order_Details,4,₦ 3000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,75800,CASH,-,-,-
343404130,"YR-10089018,0",3.43E+29,Default Team,Delivery,,1166840,-,113.37,Failed,-,0,-,6.4561933,3.4455356,,-,Order_Details,2,₦ 13200.00,-,-,-,-,-,-,-,-,-
343404130,"YR-10089018,0",3.43E+29,Default Team,Delivery,,1166840,-,113.37,Failed,-,0,-,6.4561933,3.4455356,,-,Order_Details,2,₦ 13200.00,-,-,-,-,-,-,-,-,-
343404130,"YR-10089018,0",3.43E+29,Default Team,Delivery,,1166840,-,113.37,Failed,-,0,-,6.4561933,3.4455356,,-,Order_Details,2,₦ 35400.00,-,-,-,-,-,-,-,-,-
343404130,"YR-10089018,0",3.43E+29,Default Team,Delivery,,1166840,-,113.37,Failed,-,0,-,6.4561933,3.4455356,,-,Order_Details,4,₦ 3000.00,-,-,-,-,-,-,-,-,-
343404130,"YR-10089018,0",3.43E+29,Default Team,Delivery,,1166840,-,113.37,Failed,-,0,-,6.4561933,3.4455356,,-,Order_Details,2,₦ 8800.00,-,₦ 0.00,₦ 0.00,₦ 0.00,73600,CASH,-,-,-
343401647,"YR-10088927,0",3.43E+29,Default Team,Delivery,,1166840,52,0.4,Completed,-,0,-,6.4561933,3.4455356,,-,Order_Details,1,₦ 21450.00,-,₦ 0.00,₦ 0.00,₦ 0.00,21450,CASH,-,-,-
343356441,"YR-10087428,0",3.43E+29,Default Team,Delivery,,1106729,4317,34.55,Completed,-,0,-,6.5096187,3.3878382,,-,Order_Details,1,₦ 26050.00,-,₦ 0.00,₦ 0.00,₦ 0.00,26050,CASH,-,-,-
343347571,"YR-10087135,0",3.43E+29,Default Team,Delivery,,1132867,0,0.58,Completed,-,0,-,6.5484212,3.3922825,,-,Order_Details,1,₦ 26050.00,-,₦ 0.00,₦ 0.00,₦ 0.00,26050,CASH,-,-,-
343317220,"YR-10086300,0",3.43E+29,Default Team,Delivery,,1132867,0,0.95,Completed,-,0,-,6.5564464,3.3863183,,-,Order_Details,1,₦ 24250.00,-,-,-,-,-,-,-,-,-
343317220,"YR-10086300,0",3.43E+29,Default Team,Delivery,,1132867,0,0.95,Completed,-,0,-,6.5564464,3.3863183,,-,Order_Details,1,₦ 26050.00,-,-,-,-,-,-,-,-,-
343317220,"YR-10086300,0",3.43E+29,Default Team,Delivery,,1132867,0,0.95,Completed,-,0,-,6.5564464,3.3863183,,-,Order_Details,1,₦ 6750.00,-,₦ 0.00,₦ 0.00,₦ 0.00,57050,CASH,-,-,-
343298516,"YR-10085791,0",3.43E+29,Default Team,Delivery,,1133722,-,0,Completed,-,0,-,6.534224,3.3454443,,-,Order_Details,20,₦ 430000.00,-,-,-,-,-,-,-,-,-
343298516,"YR-10085791,0",3.43E+29,Default Team,Delivery,,1133722,-,0,Completed,-,0,-,6.534224,3.3454443,,-,Order_Details,2,₦ 44200.00,-,₦ 0.00,₦ 0.00,₦ 0.00,474200,CASH,-,-,-
343296964,"YR-10085748,0",3.43E+29,Default Team,Delivery,,1211296,0,7.7,Completed,-,0,-,6.5143085,3.3591261,,-,Order_Details,1,₦ 23000.00,-,-,-,-,-,-,-,-,-
343296964,"YR-10085748,0",3.43E+29,Default Team,Delivery,,1211296,0,7.7,Completed,-,0,-,6.5143085,3.3591261,,-,Order_Details,1,₦ 4950.00,-,₦ 0.00,₦ 0.00,₦ 0.00,27950,CASH,-,-,-
343293044,"YR-10085661,0",3.43E+29,Default Team,Delivery,,1233220,251,3,Completed,-,0,-,6.5076658,3.3668588,,-,Order_Details,3,₦ 64350.00,-,₦ 0.00,₦ 0.00,₦ 0.00,64350,CASH,-,-,-
343272684,"YR-10085074,0",3.43E+29,Default Team,Delivery,,1211296,0,4458.42,Completed,-,0,-,6.5362535,3.3775198,,-,Order_Details,2,₦ 42900.00,-,₦ 0.00,₦ 0.00,₦ 0.00,42900,CASH,-,-,-
343254072,"YR-10084592,0",3.43E+29,Default Team,Delivery,,1132867,172,5.1,Completed,-,0,-,6.519477,3.371927,,-,Order_Details,1,₦ 55000.00,-,₦ 0.00,₦ 0.00,₦ 0.00,55000,CASH,-,-,-
343253638,"YR-10084581,0",3.43E+29,Default Team,Delivery,,1132867,0,0.33,Completed,-,0,-,6.519477,3.371927,,-,Order_Details,1,₦ 20150.00,-,-,-,-,-,-,-,-,-
343253638,"YR-10084581,0",3.43E+29,Default Team,Delivery,,1132867,0,0.33,Completed,-,0,-,6.519477,3.371927,,-,Order_Details,1,₦ 16950.00,-,₦ 0.00,₦ 0.00,₦ 0.00,37100,CASH,-,-,-
343253519,"YR-10084579,0",3.43E+29,Default Team,Delivery,,1132867,-,0,Completed,-,0,-,6.5008742,3.2089216,,-,Order_Details,1,₦ 22100.00,-,₦ 0.00,₦ 0.00,₦ 0.00,22100,CASH,-,-,-
343252742,"YR-10084551,0",3.43E+29,Default Team,Delivery,,1166840,0,0.37,Completed,-,0,-,6.5296605,3.3951343,,-,Order_Details,3,₦ 64350.00,-,₦ 0.00,₦ 0.00,₦ 0.00,64350,CASH,-,-,-
343251423,"YR-10084508,0",3.43E+29,Default Team,Delivery,,-,-,0,Completed,-,0,-,6.5008742,3.2089216,,-,Order_Details,1,₦ 21450.00,-,₦ 0.00,₦ 0.00,₦ 0.00,21450,CASH,-,-,-
343228283,"YR-10083998,0",3.43E+29,Default Team,Delivery,,1166840,0,0.22,Completed,-,0,-,6.5616787,3.384789,,-,Order_Details,1,₦ 28350.00,-,₦ 0.00,₦ 0.00,₦ 0.00,28350,CASH,-,-,-
