Order ID,Order Status,Category Name,SKU,Customization Group,Customization Option,Quantity,Unit Price,Cost Price,Total Cost Price,Total Price,Order Total,Sub Total,Tax,Delivery Charge,Tip,Discount,Remaining Balance,Payment Method,Additional Charge,Taxable Amount,Transaction ID,Currency Symbol,Transaction Status,Promo Code,Customer ID,Merchant ID,Description,Distance (in km),Order Time,Pickup Time,Delivery Time,Ratings,Reviews,Merchant Earning,Commission Amount,Commission Payout Status,Order Preparation Time,Debt Amount,Redeemed Loyalty Points,Consumed Loyalty Points,Cancellation Reason,Flat Discount,Checkout Template Name,Checkout Template Value
11101055,COMPLETED,Flour & Sugar,KKFS0702,,,1,263,247,247,263,3650,3650,-,-,-,-,0,CASH,-,-,0,KSh,,,4362023,893555,Deliver tomorrow morning at 6.30a.m,5.48,2022-02-08T18:18:50.000Z,2022-02-08T18:19:44.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,36,,0,-,-
11100943,COMPLETED,Fruits & Vegetables,KKVE0101,,,5,70,60,300,350,49494.48,48800,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30 am,5.24,2022-02-08T18:12:02.000Z,2022-02-08T18:12:57.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,276,488,,0,-,-
11100943,COMPLETED,Fruits & Vegetables,KKVE0201,,,5,75,70,350,375,49494.48,48800,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30 am,5.24,2022-02-08T18:12:02.000Z,2022-02-08T18:12:57.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,276,488,,0,-,-
11100943,COMPLETED,Flour & Sugar,KKFS0302,,,10,1740,1720,17200,17400,49494.48,48800,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30 am,5.24,2022-02-08T18:12:02.000Z,2022-02-08T18:12:57.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,276,488,,0,-,-
11100943,COMPLETED,Flour & Sugar,KKFS0401,,,24,25,21.11,506.64,600,49494.48,48800,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30 am,5.24,2022-02-08T18:12:02.000Z,2022-02-08T18:12:57.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,276,488,,0,-,-
11100943,COMPLETED,Flour & Sugar,KKFS0102,,,3,1410,1370,4110,4230,49494.48,48800,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30 am,5.24,2022-02-08T18:12:02.000Z,2022-02-08T18:12:57.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,276,488,,0,-,-
11100943,COMPLETED,Cooking Fat & Oil,KKCO0620,,,4,4320,4270,17080,17280,49494.48,48800,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30 am,5.24,2022-02-08T18:12:02.000Z,2022-02-08T18:12:57.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,276,488,,0,-,-
11100943,COMPLETED,Salt & Seasoning,KKSS0002,,,1,65,58,58,65,49494.48,48800,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30 am,5.24,2022-02-08T18:12:02.000Z,2022-02-08T18:12:57.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,276,488,,0,-,-
11100943,COMPLETED,Flour & Sugar,KKFS1050,,,1,6350,6300,6300,6350,49494.48,48800,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30 am,5.24,2022-02-08T18:12:02.000Z,2022-02-08T18:12:57.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,276,488,,0,-,-
11100943,COMPLETED,Rice & Cereals,KKCE0106,,,10,110,85,850,1100,49494.48,48800,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30 am,5.24,2022-02-08T18:12:02.000Z,2022-02-08T18:12:57.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,276,488,,0,-,-
11100943,COMPLETED,Packaging,KKPT0402,,,1,1050,800,800,1050,49494.48,48800,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30 am,5.24,2022-02-08T18:12:02.000Z,2022-02-08T18:12:57.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,276,488,,0,-,-
11100807,COMPLETED,Cooking Fat & Oil,KKCO0620,,,3,4320,4270,12810,12960,13100,13240,-,-,-,-,0,CASH,-,-,0,KSh,,,4089685,893555,Kindly deliver at 6am 0724232658,4.29,2022-02-08T18:04:31.000Z,2022-02-08T18:05:26.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,140,132,,0,-,-
11100807,COMPLETED,Cleaning & Hygiene,KKPT1201,,,1,65,59,59,65,13100,13240,-,-,-,-,0,CASH,-,-,0,KSh,,,4089685,893555,Kindly deliver at 6am 0724232658,4.29,2022-02-08T18:04:31.000Z,2022-02-08T18:05:26.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,140,132,,0,-,-
11100807,COMPLETED,Cleaning & Hygiene,KKPT0108,,,1,150,140,140,150,13100,13240,-,-,-,-,0,CASH,-,-,0,KSh,,,4089685,893555,Kindly deliver at 6am 0724232658,4.29,2022-02-08T18:04:31.000Z,2022-02-08T18:05:26.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,140,132,,0,-,-
11100807,COMPLETED,Salt & Seasoning,KKSS0002,,,1,65,58,58,65,13100,13240,-,-,-,-,0,CASH,-,-,0,KSh,,,4089685,893555,Kindly deliver at 6am 0724232658,4.29,2022-02-08T18:04:31.000Z,2022-02-08T18:05:26.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,140,132,,0,-,-
11100732,COMPLETED,Flour & Sugar,KKFS0702,,,6,263,247,1482,1578,8951.52,8866,-,-,-,-,0,Pay Later,-,-,0,KSh,,,4574078,893555,,21.03,2022-02-08T18:00:52.000Z,2022-02-08T17:58:30.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,90,88,,0,-,-
11100732,COMPLETED,Flour & Sugar,KKFS0222,,,3,1670,1630,4890,5010,8951.52,8866,-,-,-,-,0,Pay Later,-,-,0,KSh,,,4574078,893555,,21.03,2022-02-08T18:00:52.000Z,2022-02-08T17:58:30.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,90,88,,0,-,-
11100732,COMPLETED,Cooking Fat & Oil,KKCFO1420,,,1,2158,2125,2125,2158,8951.52,8866,-,-,-,-,0,Pay Later,-,-,0,KSh,,,4574078,893555,,21.03,2022-02-08T18:00:52.000Z,2022-02-08T17:58:30.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,90,88,,0,-,-
11100732,COMPLETED,Salt & Seasoning,KKSS0002,,,1,65,58,58,65,8951.52,8866,-,-,-,-,0,Pay Later,-,-,0,KSh,,,4574078,893555,,21.03,2022-02-08T18:00:52.000Z,2022-02-08T17:58:30.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,90,88,,0,-,-
11100732,COMPLETED,Cleaning & Hygiene,KKPT0301,,,1,55,49.2,49.2,55,8951.52,8866,-,-,-,-,0,Pay Later,-,-,0,KSh,,,4574078,893555,,21.03,2022-02-08T18:00:52.000Z,2022-02-08T17:58:30.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,90,88,,0,-,-
11100631,CANCELLED,Flour & Sugar,KKFS0302,,,11,1740,1720,18920,19140,48495.9,47790,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30,5.24,2022-02-08T17:55:17.000Z,2022-02-08T17:56:11.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,245,-,,0,-,-
11100631,CANCELLED,Cooking Fat & Oil,KKCO0620,,,4,4320,4270,17080,17280,48495.9,47790,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30,5.24,2022-02-08T17:55:17.000Z,2022-02-08T17:56:11.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,245,-,,0,-,-
11100631,CANCELLED,Flour & Sugar,KKFS0401,,,24,25,21.11,506.64,600,48495.9,47790,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30,5.24,2022-02-08T17:55:17.000Z,2022-02-08T17:56:11.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,245,-,,0,-,-
11100631,CANCELLED,Flour & Sugar,KKFS0102,,,3,1410,1370,4110,4230,48495.9,47790,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30,5.24,2022-02-08T17:55:17.000Z,2022-02-08T17:56:11.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,245,-,,0,-,-
11100631,CANCELLED,Packaging,KKPT0402,,,1,1050,800,800,1050,48495.9,47790,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30,5.24,2022-02-08T17:55:17.000Z,2022-02-08T17:56:11.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,245,-,,0,-,-
11100631,CANCELLED,Salt & Seasoning,KKSS0002,,,1,65,58,58,65,48495.9,47790,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30,5.24,2022-02-08T17:55:17.000Z,2022-02-08T17:56:11.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,245,-,,0,-,-
11100631,CANCELLED,Rice & Cereals,KKCE0106,,,10,110,85,850,1100,48495.9,47790,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30,5.24,2022-02-08T17:55:17.000Z,2022-02-08T17:56:11.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,245,-,,0,-,-
11100631,CANCELLED,Fruits & Vegetables,KKVE0101,,,5,70,60,300,350,48495.9,47790,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30,5.24,2022-02-08T17:55:17.000Z,2022-02-08T17:56:11.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,245,-,,0,-,-
11100631,CANCELLED,Fruits & Vegetables,KKVE0201,,,5,75,70,350,375,48495.9,47790,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30,5.24,2022-02-08T17:55:17.000Z,2022-02-08T17:56:11.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,245,-,,0,-,-
11100631,CANCELLED,Flour & Sugar,KKFS2750,,,1,3600,3450,3450,3600,48495.9,47790,-,-,-,-,0,Pay Later,-,-,0,KSh,,,3700182,893555,Kindly deliver by 5:30,5.24,2022-02-08T17:55:17.000Z,2022-02-08T17:56:11.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,245,-,,0,-,-
11100372,COMPLETED,Cooking Fat & Oil,KKCO0620,,,10,4320,4270,42700,43200,43200,43200,-,-,-,-,0,CASH,-,-,0,KSh,,,4153817,893555,null,12.36,2022-02-08T17:41:12.000Z,2022-02-08T17:41:57.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,432,,0,-,-
11099290,COMPLETED,Cooking Fat & Oil,KKCO0620,,,2,4320,4270,8540,8640,8640,8640,-,-,-,-,0,CASH,-,-,0,KSh,,,4542972,893555,null,9.65,2022-02-08T16:45:44.000Z,2022-02-08T16:46:43.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,86,,0,-,-
11099247,COMPLETED,Flour & Sugar,KKFS2402,,,3,1370,1330,3990,4110,16260,16260,-,-,-,-,0,CASH,-,-,0,KSh,,,4593184,893555,null,6.52,2022-02-08T16:43:21.000Z,2022-02-08T16:44:16.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,162,,0,-,-
11099247,COMPLETED,Flour & Sugar,KKFS0222,,,3,1670,1630,4890,5010,16260,16260,-,-,-,-,0,CASH,-,-,0,KSh,,,4593184,893555,null,6.52,2022-02-08T16:43:21.000Z,2022-02-08T16:44:16.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,162,,0,-,-
11099247,COMPLETED,Cooking Fat & Oil,KKCO0620,,,1,4320,4270,4270,4320,16260,16260,-,-,-,-,0,CASH,-,-,0,KSh,,,4593184,893555,null,6.52,2022-02-08T16:43:21.000Z,2022-02-08T16:44:16.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,162,,0,-,-
11099247,COMPLETED,Salt & Seasoning,KKSS026340,,,8,160,128,1024,1280,16260,16260,-,-,-,-,0,CASH,-,-,0,KSh,,,4593184,893555,null,6.52,2022-02-08T16:43:21.000Z,2022-02-08T16:44:16.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,162,,0,-,-
11099247,COMPLETED,Rice & Cereals,KKCE0106,,,10,110,85,850,1100,16260,16260,-,-,-,-,0,CASH,-,-,0,KSh,,,4593184,893555,null,6.52,2022-02-08T16:43:21.000Z,2022-02-08T16:44:16.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,162,,0,-,-
11099247,COMPLETED,Cleaning & Hygiene,KKPT0301,,,8,55,49.2,393.6,440,16260,16260,-,-,-,-,0,CASH,-,-,0,KSh,,,4593184,893555,null,6.52,2022-02-08T16:43:21.000Z,2022-02-08T16:44:16.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,162,,0,-,-
11099039,COMPLETED,Cooking Fat & Oil,KKCFO1420,,,1,2158,2125,2125,2158,2682,2747,-,-,-,-,0,CASH,-,-,0,KSh,,,4569821,893555,null,7.52,2022-02-08T16:32:27.000Z,2022-02-08T16:33:22.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,65,27,,0,-,-
11099039,COMPLETED,Beverages,KKBE0105,,,1,249,208.5,208.5,249,2682,2747,-,-,-,-,0,CASH,-,-,0,KSh,,,4569821,893555,null,7.52,2022-02-08T16:32:27.000Z,2022-02-08T16:33:22.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,65,27,,0,-,-
11099039,COMPLETED,Salt & Seasoning,KKSS0814,,,1,210,174,174,210,2682,2747,-,-,-,-,0,CASH,-,-,0,KSh,,,4569821,893555,null,7.52,2022-02-08T16:32:27.000Z,2022-02-08T16:33:22.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,65,27,,0,-,-
11099039,COMPLETED,Fruits & Vegetables,KKVE0301,,,2,65,50,100,130,2682,2747,-,-,-,-,0,CASH,-,-,0,KSh,,,4569821,893555,null,7.52,2022-02-08T16:32:27.000Z,2022-02-08T16:33:22.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,65,27,,0,-,-
11098175,COMPLETED,Beverages,KKBE0301,,,2,670,625,1250,1340,1975,2020,-,-,-,-,0,CASH,-,-,0,KSh,,,4942231,893555,Kindly replace the one egg that had started hatching.\nOn sodas kindly the customer has enough krest and Schweppes sodas... meaning krest and Schweppes shouldn't be there.,13.44,2022-02-08T15:38:16.000Z,2022-02-08T17:00:00.000Z,2022-02-09T12:00:00.000Z,,,,,,0,-,45,20,,0,-,-
11098175,COMPLETED,Meat & Fish,KKMVF0901,,,2,340,305,610,680,1975,2020,-,-,-,-,0,CASH,-,-,0,KSh,,,4942231,893555,Kindly replace the one egg that had started hatching.\nOn sodas kindly the customer has enough krest and Schweppes sodas... meaning krest and Schweppes shouldn't be there.,13.44,2022-02-08T15:38:16.000Z,2022-02-08T17:00:00.000Z,2022-02-09T12:00:00.000Z,,,,,,0,-,45,20,,0,-,-
11097745,COMPLETED,Cooking Fat & Oil,KKCFO1420,,,1,2158,2125,2125,2158,3074,3134,-,-,-,-,0,CASH,-,-,0,KSh,,,4566294,893555,Deliver tomorrow morning by 6.00a.m,4.42,2022-02-08T15:08:59.000Z,2022-02-09T13:00:00.000Z,2022-02-10T08:00:00.000Z,,,,,,0,-,60,31,,0,-,-
11097745,COMPLETED,Packaging,KKPT0610,,,5,150,132.13,660.65,750,3074,3134,-,-,-,-,0,CASH,-,-,0,KSh,,,4566294,893555,Deliver tomorrow morning by 6.00a.m,4.42,2022-02-08T15:08:59.000Z,2022-02-09T13:00:00.000Z,2022-02-10T08:00:00.000Z,,,,,,0,-,60,31,,0,-,-
11097745,COMPLETED,Salt & Seasoning,KKSS0813,,,1,226,205,205,226,3074,3134,-,-,-,-,0,CASH,-,-,0,KSh,,,4566294,893555,Deliver tomorrow morning by 6.00a.m,4.42,2022-02-08T15:08:59.000Z,2022-02-09T13:00:00.000Z,2022-02-10T08:00:00.000Z,,,,,,0,-,60,31,,0,-,-
11097681,COMPLETED,Flour & Sugar,KKFS0302,,,3,1740,1720,5160,5220,7714,7714,-,-,-,-,0,CASH,-,-,0,KSh,,,4888249,893555,null,11.78,2022-02-08T15:04:57.000Z,2022-02-08T15:05:55.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,77,,0,-,-
11097681,COMPLETED,Cooking Fat & Oil,KKCO0810,,,1,2000,1960,1960,2000,7714,7714,-,-,-,-,0,CASH,-,-,0,KSh,,,4888249,893555,null,11.78,2022-02-08T15:04:57.000Z,2022-02-08T15:05:55.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,77,,0,-,-
11097681,COMPLETED,Beverages,KKBE0105,,,1,249,208.5,208.5,249,7714,7714,-,-,-,-,0,CASH,-,-,0,KSh,,,4888249,893555,null,11.78,2022-02-08T15:04:57.000Z,2022-02-08T15:05:55.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,77,,0,-,-
11097681,COMPLETED,Salt & Seasoning,KKSS0002,,,1,65,58,58,65,7714,7714,-,-,-,-,0,CASH,-,-,0,KSh,,,4888249,893555,null,11.78,2022-02-08T15:04:57.000Z,2022-02-08T15:05:55.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,77,,0,-,-
11097681,COMPLETED,Cleaning & Hygiene,KKPT280100,,,1,180,130,130,180,7714,7714,-,-,-,-,0,CASH,-,-,0,KSh,,,4888249,893555,null,11.78,2022-02-08T15:04:57.000Z,2022-02-08T15:05:55.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,77,,0,-,-
11097541,COMPLETED,Cooking Fat & Oil,KKCO0810,,,1,2000,1960,1960,2000,4120,4158,-,-,-,-,0,CASH,-,-,0,KSh,,,4566091,893555,Deliver tomorrow morning by 6.00a.m,3.74,2022-02-08T14:56:23.000Z,2022-02-08T14:57:21.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,38,41,,0,-,-
11097541,COMPLETED,Cooking Fat & Oil,KKCFO1420,,,1,2158,2125,2125,2158,4120,4158,-,-,-,-,0,CASH,-,-,0,KSh,,,4566091,893555,Deliver tomorrow morning by 6.00a.m,3.74,2022-02-08T14:56:23.000Z,2022-02-08T14:57:21.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,38,41,,0,-,-
11097494,CANCELLED,Cooking Fat & Oil,KKCO0620,,,5,4320,4270,21350,21600,23690,23690,-,-,-,-,0,CASH,-,-,0,KSh,,,4401027,893555,null,9.72,2022-02-08T14:53:24.000Z,2022-02-08T14:54:23.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11097494,CANCELLED,Cooking Fat & Oil,KKCO0810,,,1,2000,1960,1960,2000,23690,23690,-,-,-,-,0,CASH,-,-,0,KSh,,,4401027,893555,null,9.72,2022-02-08T14:53:24.000Z,2022-02-08T14:54:23.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11097494,CANCELLED,Salt & Seasoning,KKSS0002,,,1,65,58,58,65,23690,23690,-,-,-,-,0,CASH,-,-,0,KSh,,,4401027,893555,null,9.72,2022-02-08T14:53:24.000Z,2022-02-08T14:54:23.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11097494,CANCELLED,Flour & Sugar,KKFS0401,,,1,25,21.11,21.11,25,23690,23690,-,-,-,-,0,CASH,-,-,0,KSh,,,4401027,893555,null,9.72,2022-02-08T14:53:24.000Z,2022-02-08T14:54:23.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11096948,CANCELLED,Cooking Fat & Oil,KKCO0620,,,9,4320,4270,38430,38880,38880,38880,-,-,-,-,0,CASH,-,-,0,KSh,,,4153817,893555,null,12.36,2022-02-08T14:17:04.000Z,2022-02-08T14:17:59.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11096370,COMPLETED,Cooking Fat & Oil,KKCFO1420,,,1,2158,2125,2125,2158,2220,2223,-,-,-,-,0,CASH,-,-,0,KSh,,,4065007,893555,null,16.98,2022-02-08T13:34:05.000Z,2022-02-08T14:00:00.000Z,2022-02-09T09:00:00.000Z,,,,,,0,-,3,22,,0,-,-
11096370,COMPLETED,Salt & Seasoning,KKSS0002,,,1,65,58,58,65,2220,2223,-,-,-,-,0,CASH,-,-,0,KSh,,,4065007,893555,null,16.98,2022-02-08T13:34:05.000Z,2022-02-08T14:00:00.000Z,2022-02-09T09:00:00.000Z,,,,,,0,-,3,22,,0,-,-
11096235,COMPLETED,Flour & Sugar,KKFS0269,,,1,1690,1670,1670,1690,6110,6160,-,-,-,-,0,CASH,-,-,0,KSh,,,4064862,893555,null,13.48,2022-02-08T13:22:12.000Z,2022-02-08T13:22:57.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,50,61,,0,-,-
11096235,COMPLETED,Cooking Fat & Oil,KKCO0620,,,1,4320,4270,4270,4320,6110,6160,-,-,-,-,0,CASH,-,-,0,KSh,,,4064862,893555,null,13.48,2022-02-08T13:22:12.000Z,2022-02-08T13:22:57.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,50,61,,0,-,-
11096235,COMPLETED,Cleaning & Hygiene,KKPT0108,,,1,150,140,140,150,6110,6160,-,-,-,-,0,CASH,-,-,0,KSh,,,4064862,893555,null,13.48,2022-02-08T13:22:12.000Z,2022-02-08T13:22:57.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,50,61,,0,-,-
11095970,COMPLETED,Cooking Fat & Oil,KKCFO1420,,,1,2158,2125,2125,2158,3573.06,3503,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5017486,893555,,20.02,2022-02-08T12:58:56.000Z,2022-02-08T16:00:00.000Z,2022-02-09T11:00:00.000Z,,,,,,0,-,-,35,,0,-,-
11095970,COMPLETED,Salt & Seasoning,KKSS0813,,,1,226,205,205,226,3573.06,3503,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5017486,893555,,20.02,2022-02-08T12:58:56.000Z,2022-02-08T16:00:00.000Z,2022-02-09T11:00:00.000Z,,,,,,0,-,-,35,,0,-,-
11095970,COMPLETED,Salt & Seasoning,KKSS1016,,,1,230,203,203,230,3573.06,3503,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5017486,893555,,20.02,2022-02-08T12:58:56.000Z,2022-02-08T16:00:00.000Z,2022-02-09T11:00:00.000Z,,,,,,0,-,-,35,,0,-,-
11095970,COMPLETED,Cleaning & Hygiene,KKPT0301,,,4,55,49.2,196.8,220,3573.06,3503,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5017486,893555,,20.02,2022-02-08T12:58:56.000Z,2022-02-08T16:00:00.000Z,2022-02-09T11:00:00.000Z,,,,,,0,-,-,35,,0,-,-
11095970,COMPLETED,Salt & Seasoning,KKSS1004,,,1,669,626,626,669,3573.06,3503,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5017486,893555,,20.02,2022-02-08T12:58:56.000Z,2022-02-08T16:00:00.000Z,2022-02-09T11:00:00.000Z,,,,,,0,-,-,35,,0,-,-
11095920,COMPLETED,Flour & Sugar,KKFS02350,,,5,3400,3200,16000,17000,16900,17200,-,-,-,-,0,CASH,-,-,0,KSh,,,4735043,893555,null,11.29,2022-02-08T12:53:24.000Z,2022-02-08T13:00:00.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,300,172,,0,-,-
11095920,COMPLETED,Flour & Sugar,KKFS111,,,1,135,123.5,123.5,135,16900,17200,-,-,-,-,0,CASH,-,-,0,KSh,,,4735043,893555,null,11.29,2022-02-08T12:53:24.000Z,2022-02-08T13:00:00.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,300,172,,0,-,-
11095920,COMPLETED,Salt & Seasoning,KKSS0002,,,1,65,58,58,65,16900,17200,-,-,-,-,0,CASH,-,-,0,KSh,,,4735043,893555,null,11.29,2022-02-08T12:53:24.000Z,2022-02-08T13:00:00.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,300,172,,0,-,-
11095883,COMPLETED,Flour & Sugar,KKFS0302,,,1,1740,1720,1720,1740,11308.74,11087,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5149467,893555,,9.34,2022-02-08T12:49:59.000Z,2022-02-08T13:00:00.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,110,,0,-,-
11095883,COMPLETED,Flour & Sugar,KKFSO172,,,1,1390,1370,1370,1390,11308.74,11087,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5149467,893555,,9.34,2022-02-08T12:49:59.000Z,2022-02-08T13:00:00.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,110,,0,-,-
11095883,COMPLETED,Cooking Fat & Oil,KKCFO1420,,,1,2158,2125,2125,2158,11308.74,11087,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5149467,893555,,9.34,2022-02-08T12:49:59.000Z,2022-02-08T13:00:00.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,110,,0,-,-
11095883,COMPLETED,Rice & Cereals,KKGR0248,,,1,2290,2150,2150,2290,11308.74,11087,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5149467,893555,,9.34,2022-02-08T12:49:59.000Z,2022-02-08T13:00:00.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,110,,0,-,-
11095883,COMPLETED,Packaging,KKPT0402,,,1,1050,800,800,1050,11308.74,11087,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5149467,893555,,9.34,2022-02-08T12:49:59.000Z,2022-02-08T13:00:00.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,110,,0,-,-
11095883,COMPLETED,Beverages,KKBE0105,,,1,249,208.5,208.5,249,11308.74,11087,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5149467,893555,,9.34,2022-02-08T12:49:59.000Z,2022-02-08T13:00:00.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,110,,0,-,-
11095883,COMPLETED,Beverages,KKBE0301,,,2,670,625,1250,1340,11308.74,11087,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5149467,893555,,9.34,2022-02-08T12:49:59.000Z,2022-02-08T13:00:00.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,110,,0,-,-
11095883,COMPLETED,Salt & Seasoning,KKSS0002,,,2,65,58,116,130,11308.74,11087,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5149467,893555,,9.34,2022-02-08T12:49:59.000Z,2022-02-08T13:00:00.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,110,,0,-,-
11095883,COMPLETED,Rice & Cereals,KKCE0601,,,1,200,176,176,200,11308.74,11087,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5149467,893555,,9.34,2022-02-08T12:49:59.000Z,2022-02-08T13:00:00.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,110,,0,-,-
11095883,COMPLETED,Flour & Sugar,KKFS111,,,4,135,123.5,494,540,11308.74,11087,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5149467,893555,,9.34,2022-02-08T12:49:59.000Z,2022-02-08T13:00:00.000Z,2022-02-09T08:00:00.000Z,,,,,,0,-,-,110,,0,-,-
